groupN,testimgN,lightprobeN,objN,viewPointN,specularity,Pellacini_c,hue,chroma,filename_OpenEXR,filename_png
17,66,31,28,2,0.00279583374681835,0.00583137254901961,276,16,img_lp31_objN28_vp2HEfalse.exr,group17_img66.png
44,27,31,28,3,0.075202571163633,0.119543137254902,264,14,img_lp31_objN28_vp3HEfalse.exr,group44_img27.png
29,44,31,29,1,0.023024544367896,0.0437352941176471,132,24,img_lp31_objN29_vp1HEfalse.exr,group29_img44.png
25,34,31,29,2,0.0282201651741961,0.0524823529411765,80,14,img_lp31_objN29_vp2HEfalse.exr,group25_img34.png
45,21,31,29,3,0.023024544367896,0.0437352941176471,116,26,img_lp31_objN29_vp3HEfalse.exr,group45_img21.png
52,31,31,30,1,0.00863516773165145,0.0174941176470588,108,14,img_lp31_objN30_vp1HEfalse.exr,group52_img31.png
4,49,31,30,2,0.0947182133539334,0.14286862745098,116,10,img_lp31_objN30_vp2HEfalse.exr,group4_img49.png
39,17,31,30,3,0.0638661738025355,0.104964705882353,60,10,img_lp31_objN30_vp3HEfalse.exr,group39_img17.png
13,14,31,31,1,0.0013877213708224,0.0029156862745098,192,16,img_lp31_objN31_vp1HEfalse.exr,group13_img14.png
21,55,31,31,2,0.0847449142649937,0.131205882352941,92,20,img_lp31_objN31_vp2HEfalse.exr,group21_img55.png
15,2,31,31,3,0.0490660960533854,0.0845549019607843,24,12,img_lp31_objN31_vp3HEfalse.exr,group15_img2.png
46,7,31,32,1,0.0132360611259272,0.0262411764705882,196,20,img_lp31_objN32_vp1HEfalse.exr,group46_img7.png
54,56,31,32,2,0.0490660960533854,0.0845549019607843,36,26,img_lp31_objN32_vp2HEfalse.exr,group54_img56.png
35,65,31,32,3,0.0573726802309926,0.0962176470588235,252,18,img_lp31_objN32_vp3HEfalse.exr,group35_img65.png
38,71,31,33,1,0.00567382640015368,0.0116627450980392,132,20,img_lp31_objN33_vp1HEfalse.exr,group38_img71.png
51,27,31,33,2,0.0411523951707018,0.0728921568627451,124,24,img_lp31_objN33_vp2HEfalse.exr,group51_img27.png
38,7,31,33,3,0.0282201651741961,0.0524823529411765,48,10,img_lp31_objN33_vp3HEfalse.exr,group38_img7.png
31,23,31,34,1,0.0196734105605545,0.0379039215686275,356,10,img_lp31_objN34_vp1HEfalse.exr,group31_img23.png
20,52,31,34,2,0.0299976790208623,0.0553980392156863,108,20,img_lp31_objN34_vp2HEfalse.exr,group20_img52.png
35,12,31,34,3,0.0213378152721765,0.0408196078431373,52,24,img_lp31_objN34_vp3HEfalse.exr,group35_img12.png
19,59,31,35,1,0.0638661738025355,0.104964705882353,152,26,img_lp31_objN35_vp1HEfalse.exr,group19_img59.png
22,35,31,35,2,0.0148126555157162,0.029156862745098,312,12,img_lp31_objN35_vp2HEfalse.exr,group22_img35.png
20,3,31,35,3,0.0616762779845063,0.102049019607843,120,20,img_lp31_objN35_vp3HEfalse.exr,group20_img3.png
25,52,31,36,1,0.0247337465691687,0.0466509803921569,300,8,img_lp31_objN36_vp1HEfalse.exr,group25_img52.png
27,43,31,36,2,0.0411523951707018,0.0728921568627451,288,10,img_lp31_objN36_vp2HEfalse.exr,group27_img43.png
50,24,31,36,3,0.0947182133539334,0.14286862745098,304,14,img_lp31_objN36_vp3HEfalse.exr,group50_img24.png
11,45,32,1,1,0.0531696828445008,0.0903862745098039,108,18,img_lp32_objN1_vp1HEfalse.exr,group11_img45.png
18,41,32,1,2,0.0411523951707018,0.0728921568627451,172,24,img_lp32_objN1_vp2HEfalse.exr,group18_img41.png
31,49,32,1,3,0.0972799904101451,0.14578431372549,208,10,img_lp32_objN1_vp3HEfalse.exr,group31_img49.png
26,44,32,2,1,0.0247337465691687,0.0466509803921569,348,12,img_lp32_objN2_vp1HEfalse.exr,group26_img44.png
14,56,32,2,2,0.00863516773165145,0.0174941176470588,64,16,img_lp32_objN2_vp2HEfalse.exr,group14_img56.png
31,70,32,2,3,0.0511055374852489,0.0874705882352941,344,24,img_lp32_objN2_vp3HEfalse.exr,group31_img70.png
48,35,32,3,1,0.0896770994251935,0.137037254901961,36,8,img_lp32_objN3_vp1HEfalse.exr,group48_img35.png
3,67,32,3,2,0.00422448584944354,0.00874705882352941,152,18,img_lp32_objN3_vp2HEfalse.exr,group3_img67.png
24,21,32,3,3,0.0595118297011439,0.0991333333333333,20,8,img_lp32_objN3_vp3HEfalse.exr,group24_img21.png
5,6,32,4,1,0.023024544367896,0.0437352941176471,288,10,img_lp32_objN4_vp1HEfalse.exr,group5_img6.png
31,9,32,4,2,0.0196734105605545,0.0379039215686275,236,26,img_lp32_objN4_vp2HEfalse.exr,group31_img9.png
29,51,32,4,3,0.070590033679181,0.113711764705882,108,14,img_lp32_objN4_vp3HEfalse.exr,group29_img51.png
42,40,32,5,1,0.0847449142649937,0.131205882352941,28,20,img_lp32_objN5_vp1HEfalse.exr,group42_img40.png
13,2,32,5,2,0.0531696828445008,0.0903862745098039,256,14,img_lp32_objN5_vp2HEfalse.exr,group13_img2.png
32,45,32,5,3,0.0573726802309926,0.0962176470588235,188,12,img_lp32_objN5_vp3HEfalse.exr,group32_img45.png
25,21,32,6,1,0.0196734105605545,0.0379039215686275,52,10,img_lp32_objN6_vp1HEfalse.exr,group25_img21.png
47,44,32,6,2,0.0013877213708224,0.0029156862745098,36,20,img_lp32_objN6_vp2HEfalse.exr,group47_img44.png
36,42,32,6,3,0.00863516773165145,0.0174941176470588,24,20,img_lp32_objN6_vp3HEfalse.exr,group36_img42.png
19,23,32,7,1,0.0728832068504343,0.116627450980392,204,26,img_lp32_objN7_vp1HEfalse.exr,group19_img23.png
18,71,32,7,2,0.0264655705974502,0.0495666666666667,48,20,img_lp32_objN7_vp2HEfalse.exr,group18_img71.png
14,15,32,7,3,0.023024544367896,0.0437352941176471,160,14,img_lp32_objN7_vp3HEfalse.exr,group14_img15.png
52,34,32,8,1,0.0132360611259272,0.0262411764705882,4,20,img_lp32_objN8_vp1HEfalse.exr,group52_img34.png
16,38,32,8,2,0.01641097940378,0.0320725490196078,284,14,img_lp32_objN8_vp2HEfalse.exr,group16_img38.png
9,10,32,8,3,0.087197465109754,0.134121568627451,140,10,img_lp32_objN8_vp3HEfalse.exr,group9_img10.png
19,54,32,9,1,0.01641097940378,0.0320725490196078,168,24,img_lp32_objN9_vp1HEfalse.exr,group19_img54.png
41,3,32,9,2,0.070590033679181,0.113711764705882,188,10,img_lp32_objN9_vp2HEfalse.exr,group41_img3.png
39,5,32,9,3,0.0595118297011439,0.0991333333333333,328,16,img_lp32_objN9_vp3HEfalse.exr,group39_img5.png
38,58,32,10,1,0.0775482753402326,0.122458823529412,296,18,img_lp32_objN10_vp1HEfalse.exr,group38_img58.png
1,23,32,10,2,0.0411523951707018,0.0728921568627451,260,26,img_lp32_objN10_vp2HEfalse.exr,group1_img23.png
20,22,32,10,3,0.0116810475129571,0.0233254901960784,160,10,img_lp32_objN10_vp3HEfalse.exr,group20_img22.png
49,59,32,11,1,0.00567382640015368,0.0116627450980392,276,24,img_lp32_objN11_vp1HEfalse.exr,group49_img59.png
17,32,32,11,2,0.0728832068504343,0.116627450980392,192,8,img_lp32_objN11_vp2HEfalse.exr,group17_img32.png
33,4,32,11,3,0.0470512098274547,0.0816392156862745,48,8,img_lp32_objN11_vp3HEfalse.exr,group33_img4.png
16,35,32,12,1,0.0013877213708224,0.0029156862745098,240,20,img_lp32_objN12_vp1HEfalse.exr,group16_img35.png
7,31,32,12,2,0.0392342425539451,0.0699764705882353,264,26,img_lp32_objN12_vp2HEfalse.exr,group7_img31.png
21,8,32,12,3,0.0823192981694573,0.128290196078431,36,26,img_lp32_objN12_vp3HEfalse.exr,group21_img8.png
45,10,32,13,1,0.0317982608589044,0.0583137254901961,232,8,img_lp32_objN13_vp1HEfalse.exr,group45_img10.png
53,69,32,13,2,0.0823192981694573,0.128290196078431,52,20,img_lp32_objN13_vp2HEfalse.exr,group53_img69.png
47,52,32,13,3,0.0972799904101451,0.14578431372549,216,10,img_lp32_objN13_vp3HEfalse.exr,group47_img52.png
5,1,32,14,1,0.0450607300860009,0.0787235294117647,104,10,img_lp32_objN14_vp1HEfalse.exr,group5_img1.png
18,32,32,14,2,0.0213378152721765,0.0408196078431373,272,18,img_lp32_objN14_vp2HEfalse.exr,group18_img32.png
13,16,32,14,3,0.0196734105605545,0.0379039215686275,228,20,img_lp32_objN14_vp3HEfalse.exr,group13_img16.png
17,27,32,15,1,0.0392342425539451,0.0699764705882353,352,16,img_lp32_objN15_vp1HEfalse.exr,group17_img27.png
54,10,32,15,2,0.0392342425539451,0.0699764705882353,296,12,img_lp32_objN15_vp2HEfalse.exr,group54_img10.png
30,25,32,15,3,0.0264655705974502,0.0495666666666667,236,24,img_lp32_objN15_vp3HEfalse.exr,group30_img25.png
41,41,32,16,1,0.0470512098274547,0.0816392156862745,68,24,img_lp32_objN16_vp1HEfalse.exr,group41_img41.png
46,42,32,16,2,0.0616762779845063,0.102049019607843,328,18,img_lp32_objN16_vp2HEfalse.exr,group46_img42.png
9,37,32,16,3,0.070590033679181,0.113711764705882,220,14,img_lp32_objN16_vp3HEfalse.exr,group9_img37.png
49,65,32,17,1,0.0531696828445008,0.0903862745098039,84,18,img_lp32_objN17_vp1HEfalse.exr,group49_img65.png
6,16,32,17,2,0.0264655705974502,0.0495666666666667,132,8,img_lp32_objN17_vp2HEfalse.exr,group6_img16.png
41,17,32,17,3,0.0511055374852489,0.0874705882352941,116,14,img_lp32_objN17_vp3HEfalse.exr,group41_img17.png
40,26,32,18,1,0.0148126555157162,0.029156862745098,224,26,img_lp32_objN18_vp1HEfalse.exr,group40_img26.png
39,49,32,18,2,0.0317982608589044,0.0583137254901961,180,8,img_lp32_objN18_vp2HEfalse.exr,group39_img49.png
7,60,32,18,3,0.00863516773165145,0.0174941176470588,180,20,img_lp32_objN18_vp3HEfalse.exr,group7_img60.png
24,41,32,19,1,0.00714400412040439,0.014578431372549,292,20,img_lp32_objN19_vp1HEfalse.exr,group24_img41.png
27,68,32,19,2,0.0354692233949389,0.0641450980392157,216,26,img_lp32_objN19_vp2HEfalse.exr,group27_img68.png
29,9,32,19,3,0.0013877213708224,0.0029156862745098,48,16,img_lp32_objN19_vp3HEfalse.exr,group29_img9.png
47,38,32,20,1,0.0430945081075686,0.0758078431372549,48,16,img_lp32_objN20_vp1HEfalse.exr,group47_img38.png
37,30,32,20,2,0.075202571163633,0.119543137254902,44,20,img_lp32_objN20_vp2HEfalse.exr,group37_img30.png
44,35,32,20,3,0.0638661738025355,0.104964705882353,124,16,img_lp32_objN20_vp3HEfalse.exr,group44_img35.png
29,19,32,21,1,0.0148126555157162,0.029156862745098,312,16,img_lp32_objN21_vp1HEfalse.exr,group29_img19.png
52,44,32,21,2,0.023024544367896,0.0437352941176471,240,10,img_lp32_objN21_vp2HEfalse.exr,group52_img44.png
4,9,32,21,3,0.0247337465691687,0.0466509803921569,132,20,img_lp32_objN21_vp3HEfalse.exr,group4_img9.png
29,62,32,22,1,0.0972799904101451,0.14578431372549,108,16,img_lp32_objN22_vp1HEfalse.exr,group29_img62.png
15,47,32,22,2,0.0595118297011439,0.0991333333333333,84,12,img_lp32_objN22_vp2HEfalse.exr,group15_img47.png
26,24,32,22,3,0.00714400412040439,0.014578431372549,92,14,img_lp32_objN22_vp3HEfalse.exr,group26_img24.png
37,65,32,23,1,0.0392342425539451,0.0699764705882353,224,24,img_lp32_objN23_vp1HEfalse.exr,group37_img65.png
11,53,32,23,2,0.0972799904101451,0.14578431372549,16,20,img_lp32_objN23_vp2HEfalse.exr,group11_img53.png
33,52,32,23,3,0.0299976790208623,0.0553980392156863,308,16,img_lp32_objN23_vp3HEfalse.exr,group33_img52.png
17,61,32,24,1,0.0921839659327681,0.139952941176471,0,10,img_lp32_objN24_vp1HEfalse.exr,group17_img61.png
48,43,32,24,2,0.0660816658766873,0.107880392156863,328,10,img_lp32_objN24_vp2HEfalse.exr,group48_img43.png
7,59,32,24,3,0.0728832068504343,0.116627450980392,344,22,img_lp32_objN24_vp3HEfalse.exr,group7_img59.png
6,8,32,25,1,0.0896770994251935,0.137037254901961,196,26,img_lp32_objN25_vp1HEfalse.exr,group6_img8.png
52,62,32,25,2,0.033622059409778,0.0612294117647059,244,20,img_lp32_objN25_vp2HEfalse.exr,group52_img62.png
8,63,32,25,3,0.0616762779845063,0.102049019607843,96,12,img_lp32_objN25_vp3HEfalse.exr,group8_img63.png
8,61,32,26,1,0.0660816658766873,0.107880392156863,136,14,img_lp32_objN26_vp1HEfalse.exr,group8_img61.png
9,1,32,26,2,0.0921839659327681,0.139952941176471,276,8,img_lp32_objN26_vp2HEfalse.exr,group9_img1.png
5,27,32,26,3,0.0972799904101451,0.14578431372549,204,16,img_lp32_objN26_vp3HEfalse.exr,group5_img27.png
25,4,32,27,1,0.0490660960533854,0.0845549019607843,352,18,img_lp32_objN27_vp1HEfalse.exr,group25_img4.png
37,1,32,27,2,0.0148126555157162,0.029156862745098,144,14,img_lp32_objN27_vp2HEfalse.exr,group37_img1.png
45,71,32,27,3,0.0180311815115742,0.0349882352941176,16,16,img_lp32_objN27_vp3HEfalse.exr,group45_img71.png
43,47,32,28,1,0.01641097940378,0.0320725490196078,20,8,img_lp32_objN28_vp1HEfalse.exr,group43_img47.png
39,35,32,28,2,0.0101474659553504,0.0204098039215686,276,12,img_lp32_objN28_vp2HEfalse.exr,group39_img35.png
25,69,32,28,3,0.0196734105605545,0.0379039215686275,132,26,img_lp32_objN28_vp3HEfalse.exr,group25_img69.png
39,16,32,29,1,0.00422448584944354,0.00874705882352941,264,26,img_lp32_objN29_vp1HEfalse.exr,group39_img16.png
52,60,32,29,2,0.0116810475129571,0.0233254901960784,276,24,img_lp32_objN29_vp2HEfalse.exr,group52_img60.png
27,56,32,29,3,0.0775482753402326,0.122458823529412,284,24,img_lp32_objN29_vp3HEfalse.exr,group27_img56.png
16,63,32,30,1,0.00714400412040439,0.014578431372549,76,16,img_lp32_objN30_vp1HEfalse.exr,group16_img63.png
43,44,32,30,2,0.0531696828445008,0.0903862745098039,260,22,img_lp32_objN30_vp2HEfalse.exr,group43_img44.png
13,18,32,30,3,0.0638661738025355,0.104964705882353,304,14,img_lp32_objN30_vp3HEfalse.exr,group13_img18.png
13,10,32,31,1,0.0101474659553504,0.0204098039215686,132,24,img_lp32_objN31_vp1HEfalse.exr,group13_img10.png
25,38,32,31,2,0.00422448584944354,0.00874705882352941,60,8,img_lp32_objN31_vp2HEfalse.exr,group25_img38.png
34,27,32,31,3,0.0450607300860009,0.0787235294117647,104,18,img_lp32_objN31_vp3HEfalse.exr,group34_img27.png
34,10,32,32,1,0.0490660960533854,0.0845549019607843,80,16,img_lp32_objN32_vp1HEfalse.exr,group34_img10.png
7,17,32,32,2,0.0373399015358427,0.0670607843137255,144,22,img_lp32_objN32_vp2HEfalse.exr,group7_img17.png
7,25,32,32,3,0.0921839659327681,0.139952941176471,252,10,img_lp32_objN32_vp3HEfalse.exr,group7_img25.png
15,59,32,33,1,0.0531696828445008,0.0903862745098039,92,10,img_lp32_objN33_vp1HEfalse.exr,group15_img59.png
40,48,32,33,2,0.075202571163633,0.119543137254902,72,24,img_lp32_objN33_vp2HEfalse.exr,group40_img48.png
22,44,32,33,3,0.0573726802309926,0.0962176470588235,64,8,img_lp32_objN33_vp3HEfalse.exr,group22_img44.png
45,58,32,34,1,0.0972799904101451,0.14578431372549,88,16,img_lp32_objN34_vp1HEfalse.exr,group45_img58.png
51,42,32,34,2,0.0282201651741961,0.0524823529411765,168,10,img_lp32_objN34_vp2HEfalse.exr,group51_img42.png
21,58,32,34,3,0.00714400412040439,0.014578431372549,220,8,img_lp32_objN34_vp3HEfalse.exr,group21_img58.png
3,24,32,35,1,0.0947182133539334,0.14286862745098,320,8,img_lp32_objN35_vp1HEfalse.exr,group3_img24.png
31,37,32,35,2,0.0013877213708224,0.0029156862745098,144,14,img_lp32_objN35_vp2HEfalse.exr,group31_img37.png
41,31,32,35,3,0.0116810475129571,0.0233254901960784,120,20,img_lp32_objN35_vp3HEfalse.exr,group41_img31.png
17,40,32,36,1,0.0728832068504343,0.116627450980392,48,20,img_lp32_objN36_vp1HEfalse.exr,group17_img40.png
27,2,32,36,2,0.0373399015358427,0.0670607843137255,72,16,img_lp32_objN36_vp2HEfalse.exr,group27_img2.png
12,31,32,36,3,0.0573726802309926,0.0962176470588235,92,8,img_lp32_objN36_vp3HEfalse.exr,group12_img31.png
51,60,33,1,1,0.00422448584944354,0.00874705882352941,12,20,img_lp33_objN1_vp1HEfalse.exr,group51_img60.png
26,30,33,1,2,0.0972799904101451,0.14578431372549,20,26,img_lp33_objN1_vp2HEfalse.exr,group26_img30.png
29,54,33,1,3,0.075202571163633,0.119543137254902,324,20,img_lp33_objN1_vp3HEfalse.exr,group29_img54.png
12,28,33,2,1,0.0013877213708224,0.0029156862745098,332,24,img_lp33_objN2_vp1HEfalse.exr,group12_img28.png
5,58,33,2,2,0.00279583374681835,0.00583137254901961,336,26,img_lp33_objN2_vp2HEfalse.exr,group5_img58.png
3,63,33,2,3,0.0728832068504343,0.116627450980392,200,24,img_lp33_objN2_vp3HEfalse.exr,group3_img63.png
45,19,33,3,1,0.0264655705974502,0.0495666666666667,188,22,img_lp33_objN3_vp1HEfalse.exr,group45_img19.png
42,52,33,3,2,0.070590033679181,0.113711764705882,100,18,img_lp33_objN3_vp2HEfalse.exr,group42_img52.png
11,4,33,3,3,0.0148126555157162,0.029156862745098,288,22,img_lp33_objN3_vp3HEfalse.exr,group11_img4.png
49,27,33,4,1,0.0470512098274547,0.0816392156862745,160,10,img_lp33_objN4_vp1HEfalse.exr,group49_img27.png
37,64,33,4,2,0.0511055374852489,0.0874705882352941,156,8,img_lp33_objN4_vp2HEfalse.exr,group37_img64.png
36,30,33,4,3,0.0213378152721765,0.0408196078431373,292,8,img_lp33_objN4_vp3HEfalse.exr,group36_img30.png
54,40,33,5,1,0.0490660960533854,0.0845549019607843,232,26,img_lp33_objN5_vp1HEfalse.exr,group54_img40.png
2,32,33,5,2,0.0213378152721765,0.0408196078431373,276,24,img_lp33_objN5_vp2HEfalse.exr,group2_img32.png
23,14,33,5,3,0.00863516773165145,0.0174941176470588,300,20,img_lp33_objN5_vp3HEfalse.exr,group23_img14.png
26,65,33,6,1,0.023024544367896,0.0437352941176471,60,14,img_lp33_objN6_vp1HEfalse.exr,group26_img65.png
32,22,33,6,2,0.0531696828445008,0.0903862745098039,128,18,img_lp33_objN6_vp2HEfalse.exr,group32_img22.png
4,67,33,6,3,0.075202571163633,0.119543137254902,148,24,img_lp33_objN6_vp3HEfalse.exr,group4_img67.png
36,39,33,7,1,0.0282201651741961,0.0524823529411765,148,20,img_lp33_objN7_vp1HEfalse.exr,group36_img39.png
3,26,33,7,2,0.033622059409778,0.0612294117647059,252,26,img_lp33_objN7_vp2HEfalse.exr,group3_img26.png
30,55,33,7,3,0.075202571163633,0.119543137254902,136,16,img_lp33_objN7_vp3HEfalse.exr,group30_img55.png
39,31,33,8,1,0.0180311815115742,0.0349882352941176,308,26,img_lp33_objN8_vp1HEfalse.exr,group39_img31.png
26,47,33,8,2,0.0595118297011439,0.0991333333333333,240,8,img_lp33_objN8_vp2HEfalse.exr,group26_img47.png
34,20,33,8,3,0.0728832068504343,0.116627450980392,332,26,img_lp33_objN8_vp3HEfalse.exr,group34_img20.png
11,72,33,9,1,0.0638661738025355,0.104964705882353,232,20,img_lp33_objN9_vp1HEfalse.exr,group11_img72.png
35,52,33,9,2,0.0921839659327681,0.139952941176471,124,14,img_lp33_objN9_vp2HEfalse.exr,group35_img52.png
20,50,33,9,3,0.0116810475129571,0.0233254901960784,180,18,img_lp33_objN9_vp3HEfalse.exr,group20_img50.png
6,9,33,10,1,0.0213378152721765,0.0408196078431373,272,14,img_lp33_objN10_vp1HEfalse.exr,group6_img9.png
20,36,33,10,2,0.0430945081075686,0.0758078431372549,88,26,img_lp33_objN10_vp2HEfalse.exr,group20_img36.png
14,58,33,10,3,0.0247337465691687,0.0466509803921569,36,14,img_lp33_objN10_vp3HEfalse.exr,group14_img58.png
13,38,33,11,1,0.0947182133539334,0.14286862745098,200,24,img_lp33_objN11_vp1HEfalse.exr,group13_img38.png
34,44,33,11,2,0.0470512098274547,0.0816392156862745,92,14,img_lp33_objN11_vp2HEfalse.exr,group34_img44.png
28,52,33,11,3,0.0299976790208623,0.0553980392156863,12,12,img_lp33_objN11_vp3HEfalse.exr,group28_img52.png
22,50,33,12,1,0.0430945081075686,0.0758078431372549,8,18,img_lp33_objN12_vp1HEfalse.exr,group22_img50.png
12,13,33,12,2,0.0616762779845063,0.102049019607843,208,26,img_lp33_objN12_vp2HEfalse.exr,group12_img13.png
47,28,33,12,3,0.00422448584944354,0.00874705882352941,28,24,img_lp33_objN12_vp3HEfalse.exr,group47_img28.png
47,45,33,13,1,0.0972799904101451,0.14578431372549,136,26,img_lp33_objN13_vp1HEfalse.exr,group47_img45.png
15,58,33,13,2,0.075202571163633,0.119543137254902,324,12,img_lp33_objN13_vp2HEfalse.exr,group15_img58.png
34,11,33,13,3,0.00714400412040439,0.014578431372549,84,14,img_lp33_objN13_vp3HEfalse.exr,group34_img11.png
43,6,33,14,1,0.0638661738025355,0.104964705882353,184,8,img_lp33_objN14_vp1HEfalse.exr,group43_img6.png
52,43,33,14,2,0.0299976790208623,0.0553980392156863,152,16,img_lp33_objN14_vp2HEfalse.exr,group52_img43.png
50,57,33,14,3,0.0552586808525969,0.0933019607843137,256,12,img_lp33_objN14_vp3HEfalse.exr,group50_img57.png
20,72,33,15,1,0.00279583374681835,0.00583137254901961,300,8,img_lp33_objN15_vp1HEfalse.exr,group20_img72.png
9,23,33,15,2,0.075202571163633,0.119543137254902,96,26,img_lp33_objN15_vp2HEfalse.exr,group9_img23.png
43,69,33,15,3,0.01641097940378,0.0320725490196078,256,26,img_lp33_objN15_vp3HEfalse.exr,group43_img69.png
6,55,33,16,1,0.00279583374681835,0.00583137254901961,80,14,img_lp33_objN16_vp1HEfalse.exr,group6_img55.png
9,11,33,16,2,0.087197465109754,0.134121568627451,48,14,img_lp33_objN16_vp2HEfalse.exr,group9_img11.png
19,34,33,16,3,0.0847449142649937,0.131205882352941,100,16,img_lp33_objN16_vp3HEfalse.exr,group19_img34.png
46,62,33,17,1,0.0616762779845063,0.102049019607843,356,14,img_lp33_objN17_vp1HEfalse.exr,group46_img62.png
32,17,33,17,2,0.0430945081075686,0.0758078431372549,288,10,img_lp33_objN17_vp2HEfalse.exr,group32_img17.png
32,41,33,17,3,0.0132360611259272,0.0262411764705882,72,10,img_lp33_objN17_vp3HEfalse.exr,group32_img41.png
51,4,33,18,1,0.0101474659553504,0.0204098039215686,128,14,img_lp33_objN18_vp1HEfalse.exr,group51_img4.png
31,54,33,18,2,0.0013877213708224,0.0029156862745098,28,24,img_lp33_objN18_vp2HEfalse.exr,group31_img54.png
1,33,33,18,3,0.0896770994251935,0.137037254901961,216,18,img_lp33_objN18_vp3HEfalse.exr,group1_img33.png
44,46,33,19,1,0.087197465109754,0.134121568627451,72,24,img_lp33_objN19_vp1HEfalse.exr,group44_img46.png
33,56,33,19,2,0.0683229029284172,0.110796078431373,0,10,img_lp33_objN19_vp2HEfalse.exr,group33_img56.png
26,21,33,19,3,0.00714400412040439,0.014578431372549,132,22,img_lp33_objN19_vp3HEfalse.exr,group26_img21.png
15,4,33,20,1,0.0101474659553504,0.0204098039215686,204,22,img_lp33_objN20_vp1HEfalse.exr,group15_img4.png
14,38,33,20,2,0.0728832068504343,0.116627450980392,268,24,img_lp33_objN20_vp2HEfalse.exr,group14_img38.png
26,26,33,20,3,0.0148126555157162,0.029156862745098,264,24,img_lp33_objN20_vp3HEfalse.exr,group26_img26.png
12,50,33,21,1,0.0595118297011439,0.0991333333333333,336,20,img_lp33_objN21_vp1HEfalse.exr,group12_img50.png
3,6,33,21,2,0.0299976790208623,0.0553980392156863,336,24,img_lp33_objN21_vp2HEfalse.exr,group3_img6.png
9,48,33,21,3,0.0552586808525969,0.0933019607843137,84,26,img_lp33_objN21_vp3HEfalse.exr,group9_img48.png
14,39,33,22,1,0.0013877213708224,0.0029156862745098,160,22,img_lp33_objN22_vp1HEfalse.exr,group14_img39.png
11,15,33,22,2,0.0101474659553504,0.0204098039215686,332,10,img_lp33_objN22_vp2HEfalse.exr,group11_img15.png
33,39,33,22,3,0.0921839659327681,0.139952941176471,256,8,img_lp33_objN22_vp3HEfalse.exr,group33_img39.png
45,32,33,23,1,0.0373399015358427,0.0670607843137255,300,16,img_lp33_objN23_vp1HEfalse.exr,group45_img32.png
44,49,33,23,2,0.033622059409778,0.0612294117647059,264,26,img_lp33_objN23_vp2HEfalse.exr,group44_img49.png
44,23,33,23,3,0.0470512098274547,0.0816392156862745,264,22,img_lp33_objN23_vp3HEfalse.exr,group44_img23.png
39,15,33,24,1,0.0116810475129571,0.0233254901960784,116,14,img_lp33_objN24_vp1HEfalse.exr,group39_img15.png
47,34,33,24,2,0.0573726802309926,0.0962176470588235,176,26,img_lp33_objN24_vp2HEfalse.exr,group47_img34.png
43,13,33,24,3,0.0921839659327681,0.139952941176471,252,12,img_lp33_objN24_vp3HEfalse.exr,group43_img13.png
11,35,33,25,1,0.0947182133539334,0.14286862745098,296,12,img_lp33_objN25_vp1HEfalse.exr,group11_img35.png
54,51,33,25,2,0.0132360611259272,0.0262411764705882,100,16,img_lp33_objN25_vp2HEfalse.exr,group54_img51.png
5,48,33,25,3,0.0896770994251935,0.137037254901961,276,24,img_lp33_objN25_vp3HEfalse.exr,group5_img48.png
35,72,33,26,1,0.00863516773165145,0.0174941176470588,88,20,img_lp33_objN26_vp1HEfalse.exr,group35_img72.png
12,7,33,26,2,0.0775482753402326,0.122458823529412,248,14,img_lp33_objN26_vp2HEfalse.exr,group12_img7.png
13,57,33,26,3,0.0595118297011439,0.0991333333333333,136,22,img_lp33_objN26_vp3HEfalse.exr,group13_img57.png
18,46,33,27,1,0.0972799904101451,0.14578431372549,80,10,img_lp33_objN27_vp1HEfalse.exr,group18_img46.png
11,14,33,27,2,0.0450607300860009,0.0787235294117647,252,20,img_lp33_objN27_vp2HEfalse.exr,group11_img14.png
27,61,33,27,3,0.00714400412040439,0.014578431372549,252,14,img_lp33_objN27_vp3HEfalse.exr,group27_img61.png
52,23,33,28,1,0.00714400412040439,0.014578431372549,216,18,img_lp33_objN28_vp1HEfalse.exr,group52_img23.png
21,34,33,28,2,0.0683229029284172,0.110796078431373,0,12,img_lp33_objN28_vp2HEfalse.exr,group21_img34.png
32,28,33,28,3,0.023024544367896,0.0437352941176471,188,20,img_lp33_objN28_vp3HEfalse.exr,group32_img28.png
33,43,33,29,1,0.0196734105605545,0.0379039215686275,196,24,img_lp33_objN29_vp1HEfalse.exr,group33_img43.png
39,40,33,29,2,0.0638661738025355,0.104964705882353,176,16,img_lp33_objN29_vp2HEfalse.exr,group39_img40.png
21,70,33,29,3,0.0511055374852489,0.0874705882352941,56,22,img_lp33_objN29_vp3HEfalse.exr,group21_img70.png
47,30,33,30,1,0.087197465109754,0.134121568627451,52,24,img_lp33_objN30_vp1HEfalse.exr,group47_img30.png
50,60,33,30,2,0.0450607300860009,0.0787235294117647,268,10,img_lp33_objN30_vp2HEfalse.exr,group50_img60.png
41,46,33,30,3,0.0116810475129571,0.0233254901960784,184,12,img_lp33_objN30_vp3HEfalse.exr,group41_img46.png
15,63,33,31,1,0.0299976790208623,0.0553980392156863,156,20,img_lp33_objN31_vp1HEfalse.exr,group15_img63.png
43,70,33,31,2,0.075202571163633,0.119543137254902,160,20,img_lp33_objN31_vp2HEfalse.exr,group43_img70.png
